participant,paragraph,speaker,text
participant11,208, Interviewee,"Yeah, like you could probably like go round the schools. Go to schools and tell them about it or like put it in to their like sex education like programme thing."
participant11,209,Interviewer ,"Yeah, so you think schools is a good environment to do it? I sometimes wonder I think it’s nice to be in a more family space. Erm but schools you think would be good wouldn’t it to..."
participant11,210, Interviewee,Yeah.
participant11,211,Interviewer ,You’d take notice if someone says. Cos it’s quite simple messages isn’t it...?
participant11,212, Interviewee,Yeah. 
participant11,213,Interviewer ,... really. So you think in a school environment people would take it seriously.
participant11,214, Interviewee,"Yeah, probably. "
participant11,215,Interviewer ,"Yeah, fine. Erm, OK. Cos I’m just trying to have a quick think cos let me have a quick check. So, fine. OK. Alright. Were these the kind of things that you expected or did they tell you that I was gona come or did they spring that on you a bit?"
participant11,216, Interviewee,"Yeah, I just"
participant11,217,Dad ,We did have a conversation about it but it was a while ago now 
participant11,218,Interviewer ,Yeah I’m really sorry.
participant11,219,Dad ,No that’s fine. Cos you got a leaflet but I don’t know how long ago it was. 
participant11,220, Interviewee,Yeah I got a leaflet.
participant11,221,Interviewer ,(unclear - 00:17:41)
participant11,222,Dad ,We did And I think we reminded Elaine because was obviously hoping for the voucher so we just thought...
participant11,223,Interviewer ,Yeah of course.
participant11,224,Dad ,"Had Elaine done it and then she said Oh yeah, yeah we had but then didn’t plot when it was gonna be or anything like that. "
participant11,225,Interviewer ,No that’s alright. Was this the kind of... what you kind of expected the talk to be like? Is this what you expected us to talk about a bit?
participant11,226,Dad ,Yeah.
participant11,227, Interviewee,Ah ha. 
participant11,228,Interviewer ,Yeah.
participant11,229,Dad ,I thought it was specific to Testicular Cancer but that’s fine.
participant11,230,Interviewer ,"And that’s... and I think what you sort of said as well. I think that’s really important because I think there’s loads of information again. I don’t know, would have you ever... How would you look up information if you had some symptoms I don’t know?"
participant11,231, Interviewee,Just on the Internet. 
participant11,232,Interviewer ,Would you use Google do you know?
participant11,233, Interviewee,Yeah.
participant11,234,Interviewer ,And so yeah on Google there’s lot of information from adults about Testicular Cancer but there’s really nothing about torsion which for you it’s about four times more common again.
participant11,235, Interviewee,Hm.
participant11,236,Interviewer ,Not specifically that you’re going to get any of the conditions. It’s just to be aware but yeah. It’s four times as common but yet there’s just not the information really on it. 
participant11,237,Dad ,So how does it occur?
participant11,238,Interviewer ,So testicular torsion it’s basically bad luck. 
participant11,239,Dad ,Ah right.
participant11,240,Interviewer ,"Some men’s testicles sit a bit more, sort of flatter and have a bit less attachments and then something can happen, so, you know, it gets cold and so your cremasteric muscles and your muscles around your testicle and under the spermatic cord and they can "
participant11,241,Dad ,Hm.
participant11,242,Interviewer ,And that can cause a twist or a little bit of an injury can provoke it. And sometimes it’s just totally bad luck and it happens. So about one in ten men has a slightly risky...
participant11,243,Dad ,Hm.
participant11,244,Interviewer ,"... with their anatomy. But only as I say one in eight hundred has the condition and if something else, it happens then it wouldn’t be a problem. It’s just basically bad luck and... "
participant11,245,Dad ,And the people that get it then go and to come to see you within six hours. 
participant11,246,Interviewer ,Hm.
participant11,247,Dad ,Is that a higher proportion than the ones that do then? Is that why it’s prompted the research?
participant11,248,Interviewer ,Yeah exactly. So in children and young people about half the people lose their testicles. 
participant11,249,Dad ,Hm.
participant11,250,Interviewer ,"Whereas in adults it’s about twenty percent. And that’s mostly because for whatever reason, people over eighteen feel much more able to come to hospital or whether they know about it or but whatever reason so. For me as a surgeon, I just hate if someone c"
participant11,251,Dad ,Hm.
participant11,252,Interviewer ,Why do you men not know about this?
participant11,253,Dad ,Hm.
participant11,254,Interviewer ,So I decided to take a bit of time from actually my day job to see if I could find out why and then my hope is to make an education resource that’s appropriate. But I think you’re right. I think the schools is a really good idea. I think all it needs to b
participant11,255,Dad ,Right.
participant11,256, Interviewee,Yeah.
participant11,257,Dad ,So the first stop would be Google as well wouldn’t it?
participant11,258,Interviewer ,Yeah. 
participant11,259,Dad ,Of if there’s not much on-line then.
participant11,260,Interviewer ,Exactly. Exatly right.
participant11,261,Dad ,And trusted sources that’s the issue as well when you do stuff like that. 
participant11,262,Interviewer ,"Totally, Totally right. Yeah. Just quickly, what social media account can you use?"
participant11,263, Interviewee,Erm... Facebook and Snapchat.
participant11,264,Interviewer ,Yeah cos again they don’t have loads of information on them. Facebook might have a bit of information.
participant11,265, Interviewee,"Yeah, I think..."
participant11,266,Interviewer ,It’s not...
